order_id,date,product_name,quantity
547-38-0102,2022-05-03,Rabbit - Legs,67
796-76-1792,2022-03-11,Jagermeister,25
399-95-3379,2022-04-26,"Capon - Breast, Wing On",80
362-97-3315,2022-03-09,Table Cloth 54x54 White,81
729-07-3400,2022-05-15,Muffin Mix - Corn Harvest,44
207-29-5996,2022-05-02,Leeks - Large,43
748-37-0011,2022-04-21,"Nut - Pecan, Halves",90
716-74-9481,2022-03-28,"Loaf Pan - 2 Lb, Foil",27
284-56-0112,2022-04-27,"Tomatoes - Vine Ripe, Red",42
192-65-8498,2022-03-31,Vector Energy Bar,44
899-45-7855,2022-06-16,"Hickory Smoke, Liquid",20
270-11-9312,2022-06-06,Compound - Pear,60
491-92-5190,2022-06-05,Swiss Chard - Red,40
827-50-7326,2022-05-02,Bar Bran Honey Nut,53
210-54-3099,2022-05-08,Rootbeer,87
327-69-4502,2022-03-21,Wine - Rosso Toscano Igt,69
719-18-3550,2022-04-15,Longan,43
389-96-9454,2022-04-15,Oil - Grapeseed Oil,9
207-27-2751,2022-03-15,"Wine - White, Ej",58
365-21-0355,2022-04-07,Cheese - Gorgonzola,95
514-19-0400,2022-03-30,Wine - Ice Wine,89
343-55-4575,2022-03-18,Melon - Watermelon Yellow,69
284-57-8027,2022-04-05,Pumpkin,47
439-03-1022,2022-04-06,Capers - Pickled,74
